0,1,2
0.31604002,-0.923154852,0
-0.635612246,-0.585879537,0
0.134724337,0.913614753,0
-0.657217901,-0.388779851,1
0.969764558,0.553903727,0
0.823341477,-0.520566748,0
-0.176234394,-0.840346617,0
-1.246989128,-0.038022152,0
-0.967235907,-0.16449908,1
0.327717249,0.690314867,1
0.675875546,0.784538745,0
-0.311722291,-0.797622934,1
0.975866553,-0.306950641,0
0.646949553,-0.706368684,0
-0.429276969,0.774687192,1
0.791223032,-0.351845989,1
0.699573476,-0.408051593,1
0.753322352,0.72670851,0
0.731222919,0.708040342,1
0.800077974,-0.496547389,1
0.186317804,0.76045231,1
-0.897667871,0.302806267,0
0.007844485,-0.790857731,1
0.461828226,1.030437174,0
0.309069093,-0.865056375,0
-0.283295421,-0.772034342,1
-0.958486786,-0.462369433,0
-0.717226308,0.501282718,0
-0.889455093,-0.090071842,0
0.799257194,-0.414900539,0
-0.686601857,-0.802251653,0
-1.051843711,-0.245466704,0
-0.877114899,-0.151697126,1
-0.047424656,-0.972052895,0
0.760744402,-0.738664427,0
0.557736626,0.801992759,0
0.046049081,-0.870149825,1
-0.483925063,0.94392111,0
-0.667333275,0.695634142,0
0.648098083,-0.621416795,1
0.93876473,-0.387386647,0
0.476501804,-1.086382998,0
0.729750405,0.81749778,0
0.485126291,0.627808046,1
-0.918958046,0.460646036,0
1.242225916,-0.129803209,0
0.943858131,0.828197492,0
0.687270495,0.474097478,1
1.006613285,-0.519287607,0
1.006572265,-0.083042463,0
-0.524160954,0.681801151,1
0.843026485,-0.798852068,0
-0.169474539,-1.035715452,1
-0.529098763,-0.515118838,1
-0.87602297,-0.527200448,0
-0.08571314,-1.111114223,0
0.16482612,0.580418411,1
-0.161229609,0.951140553,0
0.918270372,0.248441236,0
0.72902541,0.249766001,1
0.959747676,-0.281481018,0
-0.292164709,0.723155189,1
-0.301800592,-0.826046372,1
0.040760825,1.007682131,0
0.824711158,0.02051061,1
-0.733009144,0.398542454,0
-0.996926328,0.583988993,0
0.453982771,0.580020089,1
0.810412518,-0.699710952,0
0.299944718,-0.873729623,0
-0.458517493,0.779156076,0
-0.631643401,-0.245208095,1
0.267661282,-0.641673862,1
0.16900784,-0.850710374,1
0.758041872,-0.58003753,1
-0.239907348,-1.110285268,0
0.70987473,-0.806941198,0
-0.898416687,0.190586239,0
0.081111802,-0.999373029,0
-0.198225672,1.107966611,0
0.268990472,0.682217877,1
1.039066191,-0.002770773,0
0.559020275,0.59560393,0
-0.18704067,0.851153442,1
0.740985982,0.184110964,1
0.725906786,0.652609116,1
-0.916482383,-0.053279713,1
0.740142186,-0.639057021,0
-0.860873535,-0.01535396,1
-0.39666251,-0.831743771,0
0.908540499,0.402354924,0
-0.797915452,-0.682463091,0
0.668913738,-0.688082475,0
-0.776489104,-0.703645146,0
-0.717935401,0.050785298,1
0.245660965,-0.694192598,1
-0.265202476,-0.628265134,1
0.769750828,-0.276653828,1
-1.003080125,-0.207272754,0
-0.935342783,-0.315928741,0
0.706462495,-0.071772153,1
-1.119903057,0.311141434,0
-0.65473547,-0.322970689,1
-0.464105262,0.620511298,1
0.792355563,0.618203703,0
0.808419302,0.154425333,1
-0.971420942,0.238893625,0
0.506667666,0.717557442,1
-0.255632174,-0.973843936,0
-0.393706178,0.59715046,1
-0.737745857,0.173828202,1
-0.494618644,0.164374023,1
-0.337793299,-0.936327128,0
-0.27774719,0.892809442,0
-0.375689681,0.842242144,1
0.180367903,1.235223574,0
-0.452179277,0.576942267,1
0.191320911,-0.910021722,0
-0.918051475,0.184368698,0
-0.778859462,-0.204669437,0
1.012976202,0.348099693,0
0.56076523,0.545947626,1
0.286027916,1.126899922,0
-0.682837272,0.520118502,1
-0.110339363,1.06407444,0
0.229071384,-0.818363492,1
-0.133888875,0.69036449,1
-0.46209257,-0.610500622,1
0.529315068,0.003535058,1
-0.501590322,0.359196926,1
-0.822575735,0.639254656,0
-0.986375854,-0.152887987,0
-0.800343406,-0.451662987,0
-0.068408852,0.694734303,1
-0.753081792,-0.173535887,1
-0.364799009,0.641682257,1
-0.544390712,0.758516279,0
-0.264955136,0.791219522,1
0.125022249,0.778357329,1
0.680997295,-0.528460933,0
-0.24175604,0.615600394,1
-0.572857654,-0.504883515,1
0.95774925,-0.573770193,0
-0.468985835,-0.943466599,0
0.689270413,-0.388860798,1
0.485788745,-0.590078485,1
0.927189292,0.149660243,0
0.341880186,-0.931497611,0
1.058663345,-0.243379788,0
0.381668327,-0.779237309,0
1.084507921,-0.410967927,0
-1.003696172,-0.269789753,0
-0.744266756,-0.403544901,1
-1.061717135,0.021763918,0
-0.996330124,-0.025012305,0
-0.331375203,-0.545539908,1
0.223008573,1.035635961,0
0.263535765,0.603166527,1
-0.388181367,1.031760467,0
-0.207481766,0.969298251,0
1.074137398,-0.136593364,0
-0.095516826,0.85418869,1
0.845363841,-0.737496382,0
-0.831811379,-0.115663004,1
0.819194779,0.161296809,1
0.807505474,-0.275462179,1
-0.737324477,0.349535004,1
0.914781802,-0.155177613,0
0.790719189,-0.525345036,0
-0.657695223,0.258538375,1
-1.01332825,-0.573861551,0
0.603183084,0.701478596,0
0.2829013,-0.587133755,1
-0.038846962,0.909050945,1
-0.949766065,-0.255539974,1
-0.194363098,-1.015523302,0
-0.47038875,0.361356901,1
0.282419607,-1.055549922,0
0.78280919,0.502072619,0
0.167629992,-0.906055499,1
0.664396201,-0.101890786,1
-0.923190333,0.434837121,0
-0.5093627,0.50366609,1
-0.455056041,-0.627842034,1
-0.580184313,0.255959737,1
-1.018725054,0.420270315,0
0.009879629,0.798103314,1
0.596982126,-0.545627462,1
0.597485076,-0.506637672,1
-0.881720157,0.051586525,0
-0.841331877,0.222482174,1
-0.833161603,-0.255824523,1
-0.722241386,-0.404664554,0
-0.702105001,0.722673376,0
0.228928133,1.071948002,0
-0.209339963,-0.783190274,1
-0.064686934,-0.79419136,1
0.311421664,-1.006393771,1
-0.652388905,-0.511137225,1
0.699226827,-0.613404409,0
-0.629717105,0.540759675,1
0.733032085,0.567170242,0
-0.547446019,0.549359262,1
0.40058026,0.640977326,1
0.571059342,-0.335530788,1
-0.94986275,-0.007989654,1
-0.077596433,0.748512545,1
0.186866279,0.974676212,1
-0.407151042,-0.597861566,1
0.857732409,0.215079804,1
0.832223202,-0.101484066,1
-0.423292281,1.098235856,0
-0.557355738,-0.327849394,1
-0.211433201,1.115824375,0
0.553298801,0.741924134,0
1.240922732,0.402517938,0
-1.116132854,0.486428743,0
0.61779058,0.421927691,1
0.988154942,0.271472756,0
-0.939972972,-0.074734868,1
0.214007264,0.915767257,0
0.313068841,0.846192138,1
0.690965949,-0.720885502,1
-0.233458132,1.068005201,0
0.810798026,0.298181321,1
-0.744017862,0.607476889,0
0.014843197,-0.710390523,1
-0.808171517,0.462569223,0
-0.824758976,0.025478832,1
0.315691507,-0.692710241,1
-0.749949449,0.508027424,0
0.139530303,0.849871443,1
0.086036113,-0.849465967,1
-0.244057402,0.704138683,1
0.562304543,-0.668181765,1
-1.068739961,-0.306622345,0
-0.48037841,-0.515343175,1
-0.758202709,0.350234678,1
-0.82276973,-0.80495088,0
-0.481298591,-0.828708408,0
-0.432946941,0.790996074,0
1.003496126,0.371389752,0
0.339255763,-0.542354348,0
0.046331364,-0.658090488,1
-0.68259252,-0.418166393,1
-0.654489686,-0.61726316,1
-0.782330949,0.615624658,0
0.106496066,-0.702089539,1
0.705881635,0.804923777,0
-0.394104688,-0.455201392,1
-0.16096077,-0.75108615,1
0.691574056,-0.517007697,1
0.908928786,0.301070112,0
0.013959445,0.658697597,1
0.217518014,-0.814272759,1
0.384104794,0.891340462,0
0.456027215,0.945602595,0
0.552539458,-0.854208692,0
-0.972143126,-0.345182779,0
0.761172026,-0.157945374,1
-0.250128046,-0.605890727,1
0.195000497,0.866818674,1
-0.628399121,0.736137578,0
0.905132072,0.073136574,0
0.745675327,0.254304173,1
0.82775168,0.178420705,1
-0.803025989,-0.257066289,0
0.681952726,-0.214151387,1
0.598353266,0.867376485,0
-1.076965544,-0.158782657,0
0.581429165,-0.903484161,0
0.212284545,-0.696226051,1
0.121428279,0.700813781,1
0.692810871,0.521054503,0
0.661155702,0.309700335,1
-0.704542275,0.568809303,0
-0.717793843,-0.294794302,1
0.489489206,0.509269148,1
0.571473118,-0.7613622,0
-0.877182899,-0.358265529,1
0.942118614,0.025133034,0
-0.132373642,-1.058565743,0
-0.814162059,0.434842164,0
-0.628649445,-0.877593261,0
0.419455452,-0.748308257,1
0.001244031,-0.912549429,1
0.992822314,0.452066652,0
-0.903878898,-0.010062234,0
0.987218599,0.381407897,0
0.078192339,1.221782669,0
-0.333274703,-0.903778156,0
0.023094014,-0.89697235,0
-0.196371297,-0.792489398,1
-0.055445439,-0.994470449,1
1.148822572,0.052264521,0
-0.279263831,0.840255705,1
-0.704412437,-0.371632298,1
-0.523232799,0.709136773,1
0.749512846,-0.288975577,0
0.956834445,0.011323742,0
-0.391404167,-0.991041941,0
0.53194124,0.471248316,1
-0.849259541,0.125827933,1
-0.672108675,0.564721275,0
0.50442072,0.398867457,1
-0.853587349,-0.629364037,0
-0.355689893,0.896853433,0
0.401637982,-0.687990638,1
0.891787812,0.231108005,0
0.891241711,-0.147208451,1
-0.358857424,0.807570058,1
-0.77974437,-0.763736004,0
0.052603027,0.857566937,0
-0.338469119,0.692555222,0
-0.9439499,-0.298515159,0
1.007400024,0.505592213,0
-0.456324134,-0.746833631,1
-0.557458526,0.657357711,0
