,0,1
0,68.0058394129302,169.3402129454969
1,74.10117138072165,190.9903315218311
2,71.48138862955378,185.86145162806798
3,65.93667552178795,171.23483232187021
4,65.59619132998094,161.08569466100343
5,71.67079842015987,194.4796819218502
6,65.18795346169128,150.27370922518747
7,71.59994872596732,189.0351367483199
8,70.59611124413773,191.04867725129645
9,68.2248047469359,168.08354619503632
10,67.31587055512642,165.4021099827841
11,70.22495670743217,184.67944010958877
12,62.638109095218375,139.70087853382586
13,67.81320821418392,164.94746803934612
14,72.62764322851947,195.89326300557704
15,75.02327949123043,211.49101644052618
16,68.82525317522492,177.11476272095922
17,77.79265706598532,218.5251634678528
18,76.28000513018989,221.88882172165205
19,66.52210903159165,167.31711465936726
20,74.11074618781765,206.9557957768173
21,78.29453126582037,220.41882738362244
22,67.6476481168519,179.9417202167759
23,71.07414609491538,187.22977040768524
24,73.11765900336184,203.48422188950173
25,73.19271126449338,209.05560189853202
26,78.5449067185307,225.32160695863072
27,71.1681477098819,186.3847032592633
28,68.05894242759585,181.1950239357729
29,76.63812602675651,215.75276557040388
30,65.56115362468535,155.30413982913532
31,67.00547061231767,168.3114542468207
32,64.86281662440679,153.03611511336308
33,71.3710902960435,195.78069775003826
34,69.69391766616043,168.40560893659662
35,71.75710166644654,195.93676153716908
36,70.3031056806491,190.9944496180162
37,67.80684000678428,172.95709816570658
38,69.88297977862241,171.690667388101
39,63.93112041995511,155.70799100810672
40,74.45613092941933,197.82224701366053
41,71.47142386313773,188.97426899778884
42,61.862496134107445,142.92281733320502
43,79.8683423197687,222.9036163762344
44,70.45538755525541,187.15928227630627
45,68.71014539335862,164.80650598576517
46,75.25825864565964,214.18736679519623
47,65.74987564655068,161.42536892416857
48,77.6931288283544,217.73850505426094
49,71.51905409970357,179.78826835666842
50,65.50718027539875,166.66334601320295
51,63.16829818403852,142.06018683730616
52,71.7702402545044,180.1860079069851
53,73.7553359108017,192.0300523294263
54,74.84364411631685,203.1075168997623
55,71.47978163788765,190.00213167286086
56,71.41095961196004,179.90116501711248
57,61.77120515590192,129.4144296148475
58,76.34881984528872,214.59365518918935
59,68.79213959960644,177.14969182334238
60,65.67368852489241,161.0201383278947
61,71.02581102575438,183.21481457916724
62,75.13093730188645,202.23148662680597
63,60.6101846789727,133.57977780854046
64,58.0,120.0
65,63.01161349284984,147.7459317079363
66,69.51746015531212,171.018473214066
67,70.35284598988301,173.0710588256875
68,75.22246918392261,203.38073683556755
69,78.1652923859355,225.69435642548197
70,80.0,230.0
71,66.26047201889075,165.59202938106392
72,69.94945234189315,171.78460776104595
73,76.46158689700528,207.94886958273548
74,66.57844462079944,165.8843771733848
75,62.20951443071849,139.50166060890433
76,70.23440319537113,188.37963125756372
77,73.98005494497282,195.30406237335603
78,76.43500631668141,203.63583286806232
79,69.90222998412216,185.5500763828827
80,73.58933367948451,200.1768140351644
81,72.86920705489922,193.95124864822031
82,68.95557063516182,175.3427222028415
83,64.76154805256972,156.2546902741576
84,69.17516424131405,180.6784266884515
85,68.26699964170672,166.31624177155328
86,67.87914382772817,171.62915012759393
87,72.97192505579359,198.22905919398468
88,70.20106664274493,189.3254809853684
89,67.32113001440223,174.7544862160491
90,64.0130923921902,155.67728128019036
91,68.67555837264021,178.2789393838855
92,66.75242103621174,160.8408519273131
93,70.35923943563576,181.36801226627517
94,69.85475698378399,175.91461341356307
95,64.33093456062224,154.40570393730087
96,67.99129663574176,179.55727936586183
97,71.27166253257928,185.98076057845805
98,62.28387271186998,152.13942278576582
99,64.26030847671724,150.74738799324746
