0,1,2
-0.41486124,0.882263388,0
-0.549325999,0.359518911,1
0.367504289,0.862211815,0
1.073604429,0.029209327,0
0.815308162,-0.506107676,0
0.615092215,-0.598322248,0
-0.509640408,0.622886811,1
0.82222227,-0.023318729,1
-0.983826871,0.319167259,0
-0.806739944,-0.045716697,1
-0.33772314,0.80800261,1
-0.782021971,0.53378905,1
-0.375046411,0.814631677,0
0.043737368,1.04390245,0
-0.647729588,0.624934091,1
-0.802053995,0.261312222,1
0.642404601,0.793491577,0
0.269356935,-0.728435091,1
0.677696849,0.128449499,1
0.101127698,0.773052672,1
-0.746565214,0.455456392,1
-0.799550416,-0.108278958,1
-0.659997581,-0.712935275,0
0.237052911,0.995048957,0
0.25141284,0.878469722,1
0.099856163,1.065725028,0
-0.874633703,-0.473690853,0
-0.946849642,0.020056129,1
-0.88954341,0.653723362,0
1.027883917,0.317956742,0
-0.593360501,-0.550410439,1
-0.190066088,-0.668639833,1
0.11124471,-0.831061263,1
0.654266572,-0.76170362,0
0.787665349,0.785778434,0
-0.079824093,-1.007209571,0
-0.693262084,-0.395722544,0
-0.87043703,0.233646893,0
-0.19306992,0.75853729,1
0.07859665,0.765955743,1
0.713405216,0.150619816,1
-0.388333496,-0.748082277,1
-0.834177224,0.389147005,0
0.418263214,0.655592489,1
0.206158011,-0.627173833,1
0.434153383,0.603619189,1
-0.520663658,-0.621227096,1
-0.740674787,-0.343269017,1
-0.888283928,0.23806411,0
0.592851044,-0.591322005,1
-0.419635661,-0.490819272,1
-0.722819773,0.356674046,1
1.075868086,-0.38989922,0
0.969988864,0.378900303,0
-0.808828264,0.856253982,0
-0.532140136,-0.45074388,1
0.78851979,-0.481410973,0
0.40760279,-0.554332758,1
-0.374853574,0.952616579,0
-0.45116392,0.996957313,0
-0.758265357,-0.3627516,1
0.009227008,0.770558862,1
-0.928492507,-0.137571449,1
-0.714174495,-0.388555106,1
0.913098906,0.490093675,0
-0.649350976,-0.552363193,0
0.581573958,0.628984646,1
0.218199251,-0.690089347,1
0.65301722,-0.58783774,1
0.75575013,-0.555994823,1
-0.06673813,1.001380144,0
-0.652609443,-0.593529354,0
-0.251664756,-0.971358952,0
0.749129521,0.134527411,1
-0.108112331,-0.878510371,1
0.920542167,-0.135123638,1
0.060721033,0.797579082,1
-0.565986443,0.924907478,0
-0.514643199,0.725581911,0
-0.219767755,-0.961806678,0
-1.021870254,0.045406183,0
0.70638852,0.638654955,0
0.411418498,0.666908357,1
-0.819242767,0.075308116,1
-0.825523865,0.31839789,1
-0.250012998,0.929981524,0
0.731051521,0.504312575,0
0.799013547,-0.302523922,0
-0.634453798,-0.515975075,1
0.046286268,-1.100134396,0
0.603175547,-0.812892384,0
0.664526527,-0.727098231,0
0.304649405,-0.807092172,1
-0.71689869,0.289777697,1
0.728214492,0.302374486,1
-1.106967253,-0.22994281,0
-0.900108361,0.33609314,0
-0.214588888,1.00064171,0
-0.222152808,0.789465653,1
0.569003519,-0.742308461,1
0.727137374,0.632128748,0
-0.065965439,1.067744262,0
-0.21617978,0.722817286,1
0.933252001,0.304819645,0
0.811274321,0.318590743,0
0.07212825,-0.846083669,1
0.066674286,1.081858341,0
-0.650368766,0.963866832,0
-0.939240938,-0.235677409,0
-0.402925858,0.962295061,0
-0.658865571,0.407482255,1
0.670925778,-0.620120877,0
-0.385738808,-0.785548923,1
-0.077010711,1.141684022,0
-0.818386735,-0.136178591,1
1.055211315,-0.528906227,0
0.855779762,0.577095565,0
0.753638199,-0.087412677,1
0.175827272,-0.881065283,1
-0.886177417,0.471302472,0
-0.624842298,-0.411155747,1
-0.891132548,0.285981087,0
-0.167469546,-0.932983367,0
-0.552528241,-0.402065959,1
-0.708555815,0.912709325,0
-0.751829145,-0.598503974,0
-0.182766633,-0.724967751,1
0.023757322,0.773079097,1
0.52100895,0.857850231,0
0.297659311,-0.92614777,0
-0.64168818,0.805174252,0
-0.539426651,-0.812697072,0
0.4649128,-0.755845076,0
0.460303617,-0.68257867,1
0.917049537,-0.070730469,0
-0.348893542,-0.652092063,1
-0.507466638,0.585796259,1
0.006847387,-0.803009202,1
-0.706459957,0.096406802,1
-0.918302357,0.054765957,1
-0.676911249,0.658160022,1
0.436922485,-0.753929628,1
0.469463961,-0.904360668,0
-0.614388022,0.358665557,1
1.020118566,-0.120419242,0
-0.987131985,0.261596243,0
-1.0107238,-0.189847051,0
-0.955417723,-0.162809399,0
0.459954019,0.666778792,1
-0.355918899,-0.963696124,0
1.01753683,-0.138855067,0
-0.3113839,-0.849918897,1
-0.548944874,-0.688625787,0
0.01498286,-0.83923322,1
0.36979974,-0.672799037,1
0.928788913,-0.451889212,0
0.818287926,0.437110635,0
0.894252706,0.479032921,0
0.683063313,-0.795509816,0
-0.687165493,-0.289286423,1
-0.800353626,0.141498174,1
0.74186956,-0.411504184,1
0.085261975,-0.688076159,1
-0.840395768,-0.199693286,1
-0.128188187,0.797544664,1
-0.695181504,0.606372854,1
